site,code,date,co,nox,no2,no,o3,so2,pm10,pm2.5,ws,wd,air_temp
London N. Kensington,KC1,2018-10-29 11:00:00,0.086116,25.29434,16.45823,5.76276,47.99659,2.19094,6.175,2.476,5.1,51.6,8.8
London N. Kensington,KC1,2018-10-29 12:00:00,0.089086,26.24287,17.30282,5.83055,47.99659,2.26162,7.8,2.948,4.9,49.6,8.8
London N. Kensington,KC1,2018-10-29 13:00:00,0.092056,24.18771,16.70301,4.88139,49.44347,1.13081,6.25,2.712,4.9,45.5,8.7
London N. Kensington,KC1,2018-10-29 14:00:00,0.089086,22.60681,17.14922,3.55935,49.84261,1.41351,5.275,2.5,4.3,38.5,8
London N. Kensington,KC1,2018-10-29 15:00:00,0.118781,32.46106,25.39218,4.6102,41.31099,0.91878,6.8,2.948,3.6,27.5,6.8
London N. Kensington,KC1,2018-10-29 16:00:00,0.118781,40.73442,33.09379,4.98309,33.77722,1.41351,6.325,3.255,4,19.2,5.7
London N. Kensington,KC1,2018-10-29 17:00:00,0.145506,50.64137,41.38945,6.03395,24.94625,1.48419,5.775,3.16,4,14.7,4.9
London N. Kensington,KC1,2018-10-29 18:00:00,0.178171,54.33012,44.19459,6.61022,22.20216,2.04959,5.225,3.373,3.9,13.5,4.5
London N. Kensington,KC1,2018-10-29 19:00:00,0.169262,44.52857,38.81109,3.72884,25.79442,1.97891,6.4,3.491,4,13.3,4.3
London N. Kensington,KC1,2018-10-29 20:00:00,0.142536,35.83364,31.93536,2.54239,30.93335,1.20148,5.675,3.703,4.1,13.2,4.1
London N. Kensington,KC1,2018-10-29 21:00:00,0.145506,36.99296,33.30259,2.4068,24.99614,1.41351,6.275,3.868,4.2,10.5,4.1
London N. Kensington,KC1,2018-10-29 22:00:00,0.145506,33.3569,30.34223,1.96612,28.73808,1.20148,6.025,3.585,4.6,8.9,4.2
London N. Kensington,KC1,2018-10-29 23:00:00,0.118781,27.03332,24.5904,1.59323,32.38023,1.48419,5.775,3.42,4.7,9,4.4
London N. Kensington,KC1,2018-10-30 00:00:00,0.091271,21.7434,20.21684,0.99559,36.32174,1.78982,5.125,2.925,5,1.5,3.9
London N. Kensington,KC1,2018-10-30 01:00:00,0.071429,14.98817,14.1555,0.54305,44.10497,1.13041,3.675,2.123,5,3.2,3.6
London N. Kensington,KC1,2018-10-30 02:00:00,0.083333,11.0828,10.51034,0.37335,47.09852,2.04887,4.325,2.099,5.5,1.9,3.7
London N. Kensington,KC1,2018-10-30 03:00:00,0.092263,9.86897,9.19243,0.44123,47.14841,1.83692,4.575,2.241,5.2,358.7,3.8
London N. Kensington,KC1,2018-10-30 04:00:00,0.107144,10.97725,10.19663,0.50911,41.85981,1.69562,5.075,3.042,5.1,353.4,4.4
London N. Kensington,KC1,2018-10-30 05:00:00,0.119049,19.15741,15.67062,2.27403,35.9226,1.97823,5.2,3.679,5.1,353.4,5.1
London N. Kensington,KC1,2018-10-30 06:00:00,0.119049,27.2848,21.61226,3.69953,28.53851,1.55432,7.775,4.764,5.2,353.3,5.4
London N. Kensington,KC1,2018-10-30 07:00:00,0.139882,38.20928,31.13161,4.61593,16.6641,1.48367,12.9,6.981,5.2,345.9,5.9
London N. Kensington,KC1,2018-10-30 08:00:00,0.184525,51.71974,37.14808,9.50339,13.82022,1.69562,12.425,7.217,5.5,341.8,6.6
London N. Kensington,KC1,2018-10-30 09:00:00,0.172621,46.96997,31.20135,10.28403,17.9613,1.48367,13.475,8.632,5.2,337.7,6.9
London N. Kensington,KC1,2018-10-30 10:00:00,0.163691,49.8726,30.77332,12.45623,17.76173,1.76627,15,9.811,5.1,330.8,7
London N. Kensington,KC1,2018-10-30 11:00:00,0.151787,38.3676,25.20106,8.58699,22.55141,1.27172,13.625,9.67,4.7,327.3,7.3
London N. Kensington,KC1,2018-10-30 12:00:00,0.160715,49.2393,29.56756,12.82958,17.41248,1.83692,17.2,10.071,4.6,310.6,6.6
London N. Kensington,KC1,2018-10-30 13:00:00,0.166668,48.55322,30.18252,11.98106,16.11528,1.41302,16.925,9.906,4.4,301.1,5.1
London N. Kensington,KC1,2018-10-30 14:00:00,0.169644,49.71428,32.48849,11.23437,15.51657,0.98911,15.8,8.042,4.3,287.9,4.8
London N. Kensington,KC1,2018-10-30 15:00:00,0.178572,46.23111,32.80437,8.7567,16.91356,1.55432,13.85,6.84,3.9,283.7,4.9
London N. Kensington,KC1,2018-10-30 16:00:00,0.169644,50.87533,34.63834,10.58949,13.9699,1.05976,13.25,6.675,3.9,280.4,4.5
London N. Kensington,KC1,2018-10-30 17:00:00,0.199407,51.24476,42.24155,5.87174,8.93076,0.63586,9.875,6.462,3.7,266.7,4.3
London N. Kensington,KC1,2018-10-30 18:00:00,0.181549,48.1838,41.41838,4.41229,11.72474,1.13041,9.225,6.698,3.4,263.6,4.7
London N. Kensington,KC1,2018-10-30 19:00:00,0.19643,53.5141,45.13539,5.46445,7.3342,0.91846,9.55,5.802,3.3,265.6,5.4
London N. Kensington,KC1,2018-10-30 20:00:00,0.19643,52.03639,45.32302,4.37835,9.37979,1.20106,10.45,6.627,3.1,246.9,4.4
London N. Kensington,KC1,2018-10-30 21:00:00,0.205358,45.65059,41.74746,2.54555,10.87657,0.35326,10.925,6.792,2.8,251.4,3.8
London N. Kensington,KC1,2018-10-30 22:00:00,0.193454,44.70063,40.58934,2.68131,11.9742,0.70651,9.2,6.203,2.1,240,3
London N. Kensington,KC1,2018-10-30 23:00:00,0.22024,55.30845,46.40933,5.80386,4.04129,0.70651,12,8.326,2.5,234.6,2.8
London N. Kensington,KC1,2018-10-31 00:00:00,0.159088,45.17251,39.47556,3.71545,8.98065,2.35421,12.65,9.198,1.8,210.9,2.8
London N. Kensington,KC1,2018-10-31 01:00:00,0.123293,37.98438,35.4138,1.67649,11.70811,0.28251,12.075,8.396,1.8,208.5,1.8
London N. Kensington,KC1,2018-10-31 02:00:00,0.125282,39.95759,37.5607,1.56321,11.07614,0.84752,10.125,7.854,1.3,204.3,1
London N. Kensington,KC1,2018-10-31 03:00:00,0.137214,43.55166,39.53948,2.61668,4.39054,0.84752,11.125,8.443,0.5,139.7,0.3
London N. Kensington,KC1,2018-10-31 04:00:00,0.181957,60.72919,43.89888,10.97645,0.29936,2.18941,10.275,8.302,1.7,89.9,0.3
London N. Kensington,KC1,2018-10-31 05:00:00,0.223717,132.24059,49.28747,54.10062,0.29936,4.09632,10.225,7.972,2.1,103.2,0.2
London N. Kensington,KC1,2018-10-31 06:00:00,0.39076,268.28667,60.53912,135.48942,0.59871,6.56824,12.65,9.41,2.1,104.2,0.5
London N. Kensington,KC1,2018-10-31 07:00:00,0.519025,292.86376,75.42445,141.81022,0.99785,5.72073,14.925,10.283,2.2,112.6,1.4
London N. Kensington,KC1,2018-10-31 08:00:00,0.638341,389.48079,89.81785,195.43508,1.84602,8.12201,25.4,12.076,2.1,128.4,3.2
London N. Kensington,KC1,2018-10-31 09:00:00,0.626409,404.43846,99.04383,199.17319,3.84172,7.91014,30.65,14.293,3,163.8,8.8
London N. Kensington,KC1,2018-10-31 10:00:00,0.295307,144.23844,63.57799,52.60537,20.00689,4.23757,18.925,8.939,4.7,168.9,11.2
London N. Kensington,KC1,2018-10-31 11:00:00,0.107385,30.86671,21.5918,6.04894,49.2439,1.76566,13.425,6.415,4.9,167.2,11.9
London N. Kensington,KC1,2018-10-31 12:00:00,0.11335,27.06123,20.1832,4.48573,55.13121,1.3419,10.4,5.401,4.9,166.4,12
London N. Kensington,KC1,2018-10-31 13:00:00,NA,NA,NA,NA,NA,NA,9.35,4.906,4.6,163.5,11.8
London N. Kensington,KC1,2018-10-31 14:00:00,0.09247,32.82231,26.30903,4.24785,36.72088,2.11879,12.45,5.873,3.8,152.8,11
London N. Kensington,KC1,2018-10-31 15:00:00,0.125282,45.19013,36.12365,5.91301,33.9269,2.33067,15.3,6.651,2.5,134.1,9.3
London N. Kensington,KC1,2018-10-31 16:00:00,0.155111,53.85818,44.63538,6.01496,25.54496,2.40129,10.875,6.368,2.7,119.3,7.8
London N. Kensington,KC1,2018-10-31 17:00:00,0.178974,63.63616,53.00649,6.93249,16.81377,1.83628,13.025,8.302,2.8,134.8,8.4
London N. Kensington,KC1,2018-10-31 18:00:00,0.208803,67.23023,56.1316,7.23834,11.87442,1.41253,14.35,9.976,2.8,136.1,8.6
London N. Kensington,KC1,2018-10-31 19:00:00,0.220735,74.25981,60.19112,9.17536,7.68345,0.98877,15.175,10.991,2.5,131.1,9
London N. Kensington,KC1,2018-10-31 20:00:00,0.268461,96.14134,66.12815,19.57409,2.54452,1.48315,18.025,13.043,2.3,128.7,9.1
London N. Kensington,KC1,2018-10-31 21:00:00,0.304256,113.58315,68.09441,29.66698,1.19742,1.6244,19.2,14.198,2,123.3,9.2
London N. Kensington,KC1,2018-10-31 22:00:00,0.280393,100.47537,58.42564,27.42412,3.14323,1.90691,18.825,13.16,1.9,121.7,9.4
London N. Kensington,KC1,2018-10-31 23:00:00,0.241615,67.12452,47.42837,12.8455,2.99355,1.76566,18.975,13.16,2,114.6,9.3
London N. Kensington,KC1,2018-11-01 00:00:00,0.266039,112.50622,53.39693,38.55007,1.59656,1.98203,17.4,13.585,2.4,120.7,9.5
London N. Kensington,KC1,2018-11-01 01:00:00,0.146917,48.04586,40.04873,5.2156,3.92488,0.84944,10.9,9.292,2.5,126.3,9.8
London N. Kensington,KC1,2018-11-01 02:00:00,0.151882,45.80912,39.39403,4.18382,5.13893,1.13259,10.675,9.033,2.3,144.7,10
London N. Kensington,KC1,2018-11-01 03:00:00,0.163794,41.74073,37.15106,2.9933,6.08689,0.84944,11.35,9.363,1.9,150.4,9.9
London N. Kensington,KC1,2018-11-01 04:00:00,0.202508,50.08887,41.17032,5.81653,3.59226,1.20337,10.875,8.939,2,158.1,10
London N. Kensington,KC1,2018-11-01 05:00:00,0.187618,54.94981,43.16273,7.68734,3.09334,0.99101,9.525,8.09,2.1,175.2,10.2
London N. Kensington,KC1,2018-11-01 06:00:00,0.226332,73.9709,43.77301,19.69455,1.94581,1.76967,10.7,8.656,2.2,207,10.2
London N. Kensington,KC1,2018-11-01 07:00:00,0.27696,119.46301,50.77454,44.79745,2.6942,2.40675,11.375,8.939,2,215.2,9.9
London N. Kensington,KC1,2018-11-01 08:00:00,0.294828,121.25945,53.8227,43.9811,3.49248,2.83147,12.425,8.585,2,215,9.9
London N. Kensington,KC1,2018-11-01 09:00:00,0.324608,127.81116,55.00242,47.48462,3.49248,3.04383,16.7,10.024,2.2,200.7,10.4
London N. Kensington,KC1,2018-11-01 10:00:00,0.193574,78.77901,47.95526,20.10273,9.23011,2.33596,12.4,7.571,1,203.3,11
London N. Kensington,KC1,2018-11-01 11:00:00,0.181662,76.24287,50.63464,16.70125,9.82882,2.05281,9.725,5.142,3.3,280.3,10.2
London N. Kensington,KC1,2018-11-01 12:00:00,0.166772,71.54043,47.13177,15.91891,10.47743,1.84045,8.9,6.109,3.4,290.9,9.3
London N. Kensington,KC1,2018-11-01 13:00:00,0.157838,56.85192,37.71095,12.48342,13.67055,2.05281,8.025,5,3.8,319.4,9.4
London N. Kensington,KC1,2018-11-01 14:00:00,0.1221,47.34138,31.1211,10.5786,15.06754,1.48652,10.975,8.302,4.3,311.7,9
London N. Kensington,KC1,2018-11-01 15:00:00,0.07743,40.84251,32.08042,5.71448,26.14367,1.55731,7.3,4.788,4.3,319.6,8.5
London N. Kensington,KC1,2018-11-01 16:00:00,0.131034,63.72065,47.50037,10.5786,10.82667,0.92023,10.675,7.476,3,308.7,7.2
London N. Kensington,KC1,2018-11-01 17:00:00,0.128056,76.45421,54.54901,14.2862,6.48603,0.84944,11.325,8.373,2.7,301.8,6.2
London N. Kensington,KC1,2018-11-01 18:00:00,0.13699,87.54985,59.59463,18.23192,2.14538,1.84045,16.8,11.557,2.7,301.2,5.5
London N. Kensington,KC1,2018-11-01 19:00:00,0.18464,107.89185,59.07453,31.83783,1.3471,0.92023,16.85,12.5,2.7,305,5.1
London N. Kensington,KC1,2018-11-01 20:00:00,0.232288,134.67988,61.19313,47.92681,0.84817,1.62809,16.325,12.453,2.3,291.7,4.1
London N. Kensington,KC1,2018-11-01 21:00:00,0.282916,143.55639,61.35971,53.60728,1.04774,2.1236,16.175,12.146,2.3,281.3,3.5
London N. Kensington,KC1,2018-11-01 22:00:00,0.250157,150.31945,61.29043,58.06321,0.94796,2.05281,15.5,11.203,2.2,272.8,3
London N. Kensington,KC1,2018-11-01 23:00:00,0.217398,111.43188,55.88654,36.22573,0.94796,1.13259,13.975,10.684,2.1,270.4,2.4
London N. Kensington,KC1,2018-11-02 00:00:00,0.301286,118.31404,53.58073,42.21796,1.1309,3.12167,17.55,12.594,2.1,279.8,4
London N. Kensington,KC1,2018-11-02 01:00:00,0.265608,114.08854,50.1905,41.67321,1.06437,2.93248,16.725,12.571,2.3,280.8,3.2
London N. Kensington,KC1,2018-11-02 02:00:00,0.214072,87.99606,48.42522,25.80743,0.6985,2.27031,14.475,10.802,2.3,282.3,2.6
London N. Kensington,KC1,2018-11-02 03:00:00,0.184339,73.20681,47.36569,16.85314,0.79828,1.41894,12.5,8.892,2.1,282.4,2
London N. Kensington,KC1,2018-11-02 04:00:00,0.184339,64.49172,45.75038,12.22278,1.04774,1.41894,10.725,7.925,2.1,277.3,1.5
London N. Kensington,KC1,2018-11-02 05:00:00,0.199205,66.65728,44.05283,14.74224,0.79828,1.56084,10.4,7.877,2,270.7,1.1
London N. Kensington,KC1,2018-11-02 06:00:00,0.225964,99.08801,46.30948,34.42126,0.94796,2.19936,10.95,8.113,2,266.4,0.8
London N. Kensington,KC1,2018-11-02 07:00:00,0.276509,147.2059,50.57578,63.02052,1.3471,2.97978,12.6,8.632,2,264.4,1.4
London N. Kensington,KC1,2018-11-02 08:00:00,0.327054,200.18313,62.05061,90.08768,2.6443,3.19262,13.9,8.184,1.9,287.2,4
London N. Kensington,KC1,2018-11-02 09:00:00,0.273536,159.19576,61.73038,63.56527,6.28646,2.05747,14.1,7.406,1.9,285.5,6.9
London N. Kensington,KC1,2018-11-02 10:00:00,0.196232,106.42981,53.86011,34.28507,11.92431,1.41894,13.75,6.792,2.5,301.8,9.2
London N. Kensington,KC1,2018-11-02 11:00:00,0.347866,72.83708,41.93215,20.15567,26.29335,1.06421,11.65,5.259,2.8,309,10.4
London N. Kensington,KC1,2018-11-02 12:00:00,0.110009,38.13515,27.90311,6.67316,38.11787,0.63852,9.075,4.127,2.7,299.6,10.6
London N. Kensington,KC1,2018-11-02 13:00:00,0.112982,35.12448,25.67551,6.16246,41.01164,1.2061,9.475,4.316,2.7,288.6,10.3
London N. Kensington,KC1,2018-11-02 14:00:00,0.08325,29.15596,23.5179,3.67705,45.50196,0.49663,8.85,3.75,2.4,282.4,9.6
London N. Kensington,KC1,2018-11-02 15:00:00,0.08325,30.79334,25.10308,3.7111,46.40003,0.56758,6.1,2.665,1.7,274.9,7.7
London N. Kensington,KC1,2018-11-02 16:00:00,0.333001,81.55218,51.06488,19.8833,15.71614,1.41894,8.275,3.467,1.6,260.5,5.9
London N. Kensington,KC1,2018-11-02 17:00:00,0.493554,201.66205,84.98549,76.09447,1.59656,3.26357,14.8,7.052,1.7,238.8,4.7
London N. Kensington,KC1,2018-11-02 18:00:00,0.550045,262.0339,86.78414,114.29492,1.69635,3.7602,17.925,10.118,1.7,214.9,3.7
London N. Kensington,KC1,2018-11-02 19:00:00,0.514367,197.014,80.59846,75.92424,1.89592,2.27031,18.575,12.736,1.8,204.8,3
London N. Kensington,KC1,2018-11-02 20:00:00,0.532206,202.3487,77.31945,81.54195,1.59656,2.90883,31.75,24.505,1.7,214.9,2.5
London N. Kensington,KC1,2018-11-02 21:00:00,0.511393,200.28876,73.85,82.46121,1.69635,2.69599,34.725,28.113,1.7,230.4,2
London N. Kensington,KC1,2018-11-02 22:00:00,0.448955,142.92758,71.0945,46.84832,1.49678,1.70273,26.325,21.722,1.4,232.1,1.7
London N. Kensington,KC1,2018-11-02 23:00:00,0.34192,116.09565,69.164,30.60802,1.59656,1.34799,21.8,17.83,1.6,199.4,2.2
London N. Kensington,KC1,2018-11-03 00:00:00,0.316626,96.52054,69.13982,17.85725,1.92918,1.8962,18.15,14.764,2.2,173.7,4.2
London N. Kensington,KC1,2018-11-03 01:00:00,0.233512,64.98064,58.91926,3.95313,8.64803,1.04291,13.625,10.354,2.2,175.2,3.8
London N. Kensington,KC1,2018-11-03 02:00:00,0.192944,51.74515,49.02798,1.77209,17.3127,0.56886,12.15,9.387,2,170.9,3.3
London N. Kensington,KC1,2018-11-03 03:00:00,0.166229,40.28729,38.87646,0.92013,24.14797,0.85329,10.7,8.066,2.3,176,3.5
London N. Kensington,KC1,2018-11-03 04:00:00,0.14545,37.17203,35.91795,0.81789,24.6469,1.20883,9.2,6.745,2.5,188.9,3.8
London N. Kensington,KC1,2018-11-03 05:00:00,0.139513,36.74962,35.23427,0.98828,27.69034,1.35104,7.525,5.542,2.7,192.9,4.3
London N. Kensington,KC1,2018-11-03 06:00:00,0.154355,39.07287,37.244,1.19276,25.34539,1.27994,7.05,4.929,2.7,193,4.9
London N. Kensington,KC1,2018-11-03 07:00:00,0.148419,56.18045,46.93161,6.03193,21.85292,1.56436,7.575,4.906,3,193.7,6
London N. Kensington,KC1,2018-11-03 08:00:00,0.178103,56.39165,47.29958,5.9297,21.05464,2.06212,9.35,5.401,4.3,202.8,9.3
London N. Kensington,KC1,2018-11-03 09:00:00,0.204818,60.51014,44.99091,10.12138,26.74238,2.34655,12.075,6.109,5.1,204.4,11.2
London N. Kensington,KC1,2018-11-03 10:00:00,0.16326,41.97693,29.54065,8.11073,43.65594,1.70658,11.225,6.014,5.9,208.5,12.1
London N. Kensington,KC1,2018-11-03 11:00:00,0.121703,21.80689,16.73832,3.30564,57.17681,0.9244,9.6,5.307,6,206.3,12.4
London N. Kensington,KC1,2018-11-03 12:00:00,0.080146,15.15394,12.43677,1.77209,67.90369,1.20883,7.95,3.561,5.7,203.3,11.9
London N. Kensington,KC1,2018-11-03 13:00:00,0.077178,15.31234,12.28165,1.97657,69.64993,0.85329,6.9,3.491,5.8,202.8,11.8
London N. Kensington,KC1,2018-11-03 14:00:00,0.080146,15.10114,12.80199,1.49946,71.39617,0.78218,8.5,4.057,4.8,201.7,11.1
London N. Kensington,KC1,2018-11-03 15:00:00,0.083115,17.42439,15.49102,1.26091,68.70197,0.63997,7.225,4.292,3.5,197.3,9.7
London N. Kensington,KC1,2018-11-03 16:00:00,0.094988,23.23252,21.66492,1.02236,59.27229,0.78218,8.4,4.811,3,191.8,8.5
London N. Kensington,KC1,2018-11-03 17:00:00,0.109829,27.24541,25.99133,0.81789,54.93164,0.85329,9.325,5.849,2.6,183.7,7.5
London N. Kensington,KC1,2018-11-03 18:00:00,0.139513,34.21516,32.4908,1.1246,44.30454,0.71108,12.075,8.774,2.6,184.3,7
London N. Kensington,KC1,2018-11-03 19:00:00,0.195913,46.30663,43.22368,2.01064,31.88131,0.9955,20.8,16.226,2.5,180.4,6.4
London N. Kensington,KC1,2018-11-03 20:00:00,0.246375,49.3691,46.75643,1.70394,27.74023,1.42215,29.775,22.995,2.5,177.3,6.2
London N. Kensington,KC1,2018-11-03 21:00:00,0.261217,51.26994,47.5077,2.45367,24.79657,1.27994,26.3,20.755,2.5,174.2,5.9
London N. Kensington,KC1,2018-11-03 22:00:00,0.267154,49.05229,46.43963,1.70394,26.44303,1.49326,23.75,17.925,2.6,178.7,5.7
London N. Kensington,KC1,2018-11-03 23:00:00,0.210755,38.80886,37.18901,1.05644,33.67744,1.35104,15.9,11.392,2.7,183.6,5.8
London N. Kensington,KC1,2018-11-04 00:00:00,0.134346,38.28569,36.89096,0.90962,34.05995,0.76019,12.1,8.137,3.1,186.1,7.3
London N. Kensington,KC1,2018-11-04 01:00:00,0.086931,22.80251,22.24462,0.36385,49.75945,0.57014,10.5,6.745,2.7,186.4,6.8
London N. Kensington,KC1,2018-11-04 02:00:00,0.074089,18.36869,17.95027,0.27289,52.18756,0.71268,11.65,7.524,2.2,182.3,6.1
London N. Kensington,KC1,2018-11-04 03:00:00,0.077051,16.83796,16.31494,0.34111,51.53895,0.57014,12.525,8.42,2.4,186.1,5.7
London N. Kensington,KC1,2018-11-04 04:00:00,0.071124,14.146,13.83219,0.20466,51.04003,0.49888,13.45,9.127,2.1,182.7,5.7
London N. Kensington,KC1,2018-11-04 05:00:00,0.074089,23.11921,22.28237,0.54577,41.21121,0.71268,14.025,9.481,2,159.2,5.8
London N. Kensington,KC1,2018-11-04 06:00:00,0.106687,26.65571,25.81887,0.54577,38.11787,0.64141,15,9.41,2.1,148.9,6.2
London N. Kensington,KC1,2018-11-04 07:00:00,0.106687,34.83716,32.84967,1.29621,33.87701,1.21156,14.575,9.41,2.3,143.4,6.5
London N. Kensington,KC1,2018-11-04 08:00:00,0.097796,30.77283,27.26857,2.28542,43.50626,1.14029,13.45,8.231,2.1,148.8,7.5
London N. Kensington,KC1,2018-11-04 09:00:00,0.112614,27.28911,23.20953,2.66063,46.89895,1.35409,12.2,7.076,2.9,180.5,9.9
London N. Kensington,KC1,2018-11-04 10:00:00,0.10076,27.34189,22.53008,3.13818,50.69078,1.9955,10.05,6.226,3.7,189.4,11.3
London N. Kensington,KC1,2018-11-04 11:00:00,0.10076,23.59426,17.89331,3.71807,52.68648,1.28282,10.275,6.698,3.7,188.6,11.8
London N. Kensington,KC1,2018-11-04 12:00:00,0.094833,24.1221,18.94417,3.37696,53.58455,1.9955,9.375,6.038,3.6,185.9,11.8
London N. Kensington,KC1,2018-11-04 13:00:00,0.115578,26.07509,21.47248,3.00174,50.19186,1.63916,11.225,7.406,3.1,172.5,11.3
London N. Kensington,KC1,2018-11-04 14:00:00,0.103723,21.06065,18.49783,1.67142,51.98799,1.5679,11.525,8.042,2.5,152.7,10.3
London N. Kensington,KC1,2018-11-04 15:00:00,0.139286,31.14231,28.21338,1.9102,41.71013,1.5679,14.5,10.802,2.3,137,8.8
London N. Kensington,KC1,2018-11-04 16:00:00,0.162994,35.89283,32.70239,2.08075,35.97249,2.06677,17.3,13.821,2.5,126.4,8
London N. Kensington,KC1,2018-11-04 17:00:00,0.19263,44.28542,40.10124,2.72886,29.33679,2.42311,20.025,16.745,3,134.6,8
London N. Kensington,KC1,2018-11-04 18:00:00,0.216337,48.19141,42.01973,4.02506,19.70754,2.13804,26.15,22.076,3,141.8,8.6
London N. Kensington,KC1,2018-11-04 19:00:00,0.272645,54.89492,45.95122,5.83293,11.22581,1.9955,33.975,28.656,3.4,142,8.6
London N. Kensington,KC1,2018-11-04 20:00:00,0.260791,49.40543,41.9262,4.87783,14.46883,2.13804,33,27.594,3.4,137.2,8.5
London N. Kensington,KC1,2018-11-04 21:00:00,0.225228,44.28542,38.21835,3.95684,15.16732,2.06677,30.075,25.307,3.4,136.9,8.3
London N. Kensington,KC1,2018-11-04 22:00:00,0.240046,45.60501,40.11327,3.58162,10.72689,1.5679,30.25,25.519,3.3,137.3,8.2
London N. Kensington,KC1,2018-11-04 23:00:00,0.231155,49.40543,41.24627,5.32127,9.23011,1.21156,30.725,25.495,3.5,127.6,8.1
London N. Kensington,KC1,2018-11-05 00:00:00,0.082843,41.72031,36.34557,3.50531,11.04287,1.04762,29.95,24.859,2.4,101,7.4
London N. Kensington,KC1,2018-11-05 01:00:00,0.106513,53.18811,43.34606,6.41882,2.12875,0.7619,29.3,24.906,2.6,103.7,7
London N. Kensington,KC1,2018-11-05 02:00:00,0.103554,50.54981,41.85949,5.66768,2.14538,0.85714,29.675,25.047,2.8,118.4,7.1
London N. Kensington,KC1,2018-11-05 03:00:00,0.100595,47.59492,39.42811,5.32626,2.09549,0.85714,29.425,25.212,2.9,122.6,7.4
London N. Kensington,KC1,2018-11-05 04:00:00,0.079885,45.06215,37.1571,5.15554,2.54452,1,29.35,25.142,3,129.3,7.9
London N. Kensington,KC1,2018-11-05 05:00:00,0.088761,56.72343,39.55219,11.19879,4.39054,2.21428,27.8,23.609,3.1,131.7,8.2
London N. Kensington,KC1,2018-11-05 06:00:00,0.118348,73.97791,41.57243,21.13431,2.79398,1.78571,28.725,23.821,3.2,134.7,8.4
London N. Kensington,KC1,2018-11-05 07:00:00,0.242612,156.55668,49.18407,70.02659,1.89592,3.14285,31.25,26.557,3.1,135.5,8.5
London N. Kensington,KC1,2018-11-05 08:00:00,0.236695,147.95582,48.22651,65.04177,3.44258,2.99999,32.1,24.104,3.1,139.5,9.3
London N. Kensington,KC1,2018-11-05 09:00:00,0.355043,181.46222,49.11802,86.31264,3.49248,3.57142,40.5,27.689,3,143.8,10
London N. Kensington,KC1,2018-11-05 10:00:00,0.461555,252.01035,57.7345,126.70341,3.54237,5.07141,46.925,31.675,2.9,138.6,10.9
London N. Kensington,KC1,2018-11-05 11:00:00,0.420134,230.64012,56.72895,113.42191,4.19097,4.42856,46.05,31.698,2.6,125.2,11.4
London N. Kensington,KC1,2018-11-05 12:00:00,0.372794,213.01628,58.89392,100.51599,4.04129,4.21427,46.375,28.373,2.3,126.9,11.9
London N. Kensington,KC1,2018-11-05 13:00:00,0.325456,180.82903,54.97639,82.07895,5.18882,4.35713,45.35,27.642,2.2,120.8,11.8
London N. Kensington,KC1,2018-11-05 14:00:00,0.266282,148.58901,50.692,63.84677,5.58796,3.07142,42.05,26.25,2.3,116.4,10.9
London N. Kensington,KC1,2018-11-05 15:00:00,0.29291,146.00348,53.4463,60.36422,3.39269,4.57142,41,25.094,2.4,113.4,9.7
London N. Kensington,KC1,2018-11-05 16:00:00,0.310662,154.12944,55.13305,64.56377,2.39484,4.35713,38.275,26.109,2.5,118.3,9.4
London N. Kensington,KC1,2018-11-05 17:00:00,0.358002,168.48179,57.23518,72.55315,2.24516,4.2857,38.975,28.255,2.5,129,9.2
London N. Kensington,KC1,2018-11-05 18:00:00,0.390547,173.07243,54.70604,77.19655,2.49463,5.35713,43.5,34.505,2.4,131.6,9.1
London N. Kensington,KC1,2018-11-05 19:00:00,0.500018,192.49031,57.26679,88.19049,2.74409,6.35712,69.25,58.373,2.5,141.9,9.1
London N. Kensington,KC1,2018-11-05 20:00:00,0.571027,190.32691,58.76798,85.8005,2.54452,5.7857,62.925,52.146,2.5,147.5,9.9
London N. Kensington,KC1,2018-11-05 21:00:00,0.600614,184.83925,58.20134,82.59109,2.79398,5.49998,67.55,56.84,2.7,143.2,10.2
London N. Kensington,KC1,2018-11-05 22:00:00,0.464515,143.78731,54.16181,58.45223,2.59441,4.99999,57.275,48.349,2.7,150.6,10.4
London N. Kensington,KC1,2018-11-05 23:00:00,0.446762,138.72178,53.12732,55.82325,2.29506,4.71427,50.975,43.278,2.6,146.5,10.5
London N. Kensington,KC1,2018-11-06 00:00:00,0.472615,114.56951,50.99039,41.46522,2.19527,2.19539,37.75,31.816,2.3,140.6,9.6
London N. Kensington,KC1,2018-11-06 01:00:00,0.3072,58.37489,39.86009,12.07504,2.19527,0.85907,28.525,23.42,2.2,143.4,9.3
London N. Kensington,KC1,2018-11-06 02:00:00,0.292431,58.12873,39.579,12.09782,1.79613,1.14542,26.05,21.109,2.2,155.2,10
